Time [yyyy-MM-dd HH:mm:ss];903.00_IJ.DOESBURG;922.00_IJ.BRUMMEN;932.00_IJ.ZUPTHEN;940.00_IJ.GORSSEL;947.00_IJ.DEVENTER
14-01-00 11:00;2381.3;2271.6;2183.4;2145.1;2088.2
14-01-00 12:00;2410.3;2299.5;2212.3;2173.7;2113.1
14-01-00 13:00;2438.8;2327.6;2244.9;2197.5;2136
14-01-00 14:00;2466.9;2355.8;2276.6;2218.8;2157.2
14-01-00 15:00;2495;2384;2309.5;2239.6;2178.4
14-01-00 16:00;2523.7;2413.1;2342.3;2259.7;2199.4
14-01-00 17:00;2552.6;2442.9;2375.4;2279.1;2219.6
14-01-00 18:00;2581.6;2473.1;2408.6;2298;2239.2
14-01-00 19:00;2610.4;2503.5;2441.8;2316.5;2258.3
14-01-00 20:00;2638.6;2533.9;2475;2334.7;2277.2
14-01-00 21:00;2666.5;2564.1;2509;2354.5;2296.4
14-01-00 22:00;2694.1;2594.3;2543.6;2374.9;2315.5
14-01-00 23:00;2721.4;2624.3;2577.5;2394.7;2334.3
15-01-00 00:00;2740.4;2652.8;2610.6;2414;2352.8
15-01-00 01:00;2760.6;2678.3;2642.2;2432.5;2370.9
15-01-00 02:00;2782.2;2702.3;2671.7;2449.7;2388.1
15-01-00 03:00;2804;2726.4;2699.8;2465.9;2404.3
15-01-00 04:00;2825.6;2749.6;2725;2481.6;2420.5
15-01-00 05:00;2846.7;2771;2740;2488.6;2434.3
15-01-00 06:00;2867;2791.7;2758.9;2498.2;2445.3
15-01-00 07:00;2886.4;2812.2;2779.5;2509.5;2456.6
15-01-00 08:00;2905;2832.4;2800.6;2521.2;2468.1
15-01-00 09:00;2923;2852.2;2821.6;2533;2479.6
15-01-00 10:00;2940.2;2871.4;2812.1;2560.8;2491.1
15-01-00 11:00;2956.6;2880.4;2791.8;2736.5;2558
15-01-00 12:00;2971.1;2892.9;2813;2757;2606.5
15-01-00 13:00;2984.7;2907.1;2832.9;2781.4;2641.5
15-01-00 14:00;2997.7;2921.8;2853.4;2805.1;2671.4
15-01-00 15:00;3010.5;2936.8;2873.3;2826.7;2696.8
15-01-00 16:00;3023.1;2951.7;2892.4;2847.7;2720.5
15-01-00 17:00;3035.5;2966.6;2911;2867.7;2742.2
15-01-00 18:00;3047.7;2981.1;2929.1;2887.3;2763.4
15-01-00 19:00;3059.6;2995.3;2946.6;2906.1;2783.9
15-01-00 20:00;3071.2;3009.2;2963.6;2924.2;2803.8
15-01-00 21:00;3082.6;3022.5;2980;2941.8;2823
15-01-00 22:00;3093.6;3035.4;2995.9;2958.7;2841.4
15-01-00 23:00;3103.8;3047.8;3011.1;2974.9;2859.2
16-01-00 00:00;3113.6;3059.6;3025.8;2990.5;2876.3
16-01-00 01:00;3122.8;3070.9;3039.8;3005.4;2892.6
16-01-00 02:00;3131.8;3081.7;3053.1;3019.5;2908.2
16-01-00 03:00;3140.3;3092;3065.6;3032.6;2923.5
16-01-00 04:00;3148;3101.7;3077.4;3044.8;2938.4
16-01-00 05:00;3154.9;3110.8;3088.5;3056.4;2952.6
16-01-00 06:00;3161.1;3119.2;3098.9;3067.4;2966.3
16-01-00 07:00;3166.3;3120.9;3108.6;3077.7;2979.4
16-01-00 08:00;3168.5;3130.4;3116.2;3086.4;2992
16-01-00 09:00;3173.2;3137.9;3124.2;3094.7;3003.8
16-01-00 10:00;3177.1;3144.2;3132.3;3103.4;3015.1
16-01-00 11:00;3180.2;3149.6;3139.9;3111.6;3025.9
16-01-00 12:00;3182.7;3154.4;3146.9;3119.2;3036.3
16-01-00 13:00;3184.8;3158.5;3153.2;3126.3;3046.2
16-01-00 14:00;3186.4;3162.2;3159;3132.8;3055.5
16-01-00 15:00;3187.6;3165.3;3164.2;3138.7;3064
16-01-00 16:00;3188.4;3168;3168.7;3143.6;3070.1
16-01-00 17:00;3188.9;3170.2;3172.5;3147.8;3075.8
16-01-00 18:00;3189.1;3172;3175.8;3151.5;3081.3
16-01-00 19:00;3189;3173.4;3178.6;3154.9;3086.6
16-01-00 20:00;3188.6;3174.5;3181.1;3157.9;3091.6
16-01-00 21:00;3188;3175.2;3183.2;3160.6;3096.3
16-01-00 22:00;3187.1;3175.7;3185;3163;3100.7
16-01-00 23:00;3186.1;3175.9;3186.6;3165.1;3104.7
17-01-00 00:00;3184.6;3175.8;3187.8;3166.9;3108.3
17-01-00 01:00;3182.7;3175.4;3188.8;3168.5;3111.7
17-01-00 02:00;3180.4;3174.7;3189.5;3169.7;3114.6
17-01-00 03:00;3177.3;3173.6;3189.9;3170.7;3117.3
17-01-00 04:00;3173.3;3171.9;3189.9;3171.3;3119.6
17-01-00 05:00;3168.2;3169.5;3189.5;3171.6;3121.5
17-01-00 06:00;3162.3;3166.5;3188.6;3171.4;3123.1
17-01-00 07:00;3155.5;3162.7;3187.1;3170.7;3124.2
17-01-00 08:00;3147.9;3158.1;3185;3169.5;3124.9
17-01-00 09:00;3139.7;3152.7;3182.3;3167.6;3125.2
17-01-00 10:00;3130.8;3146.6;3178.9;3165.2;3124.9
17-01-00 11:00;3121.4;3139.9;3174.9;3162.2;3124.1
17-01-00 12:00;3111.5;3132.6;3170.3;3158.5;3122.7
17-01-00 13:00;3101.2;3124.8;3165.1;3154.4;3120.8
17-01-00 14:00;3090.5;3116.5;3159.4;3149.7;3118.5
17-01-00 15:00;3079.4;3107.6;3153.2;3144.5;3115.8
17-01-00 16:00;3067.9;3098.4;3146.5;3138.9;3112.7
17-01-00 17:00;3056.2;3088.8;3139.4;3132.9;3109.2
17-01-00 18:00;3044.1;3078.7;3131.9;3126.6;3105.4
17-01-00 19:00;3031.7;3068.3;3124.1;3119.8;3101.2
17-01-00 20:00;3019.1;3057.5;3115.8;3112.7;3096.5
17-01-00 21:00;3006.2;3046.5;3107.2;3105.2;3091.6
17-01-00 22:00;2993.1;3035.1;3098.3;3097.3;3086.2
17-01-00 23:00;2979.9;3023.5;3089;3089.1;3080.5
18-01-00 00:00;2966.6;3011.6;3079.4;3080.6;3074.4
18-01-00 01:00;2953.1;2999.5;3069.5;3071.7;3068
18-01-00 02:00;2939.4;2987.2;3059.3;3062.5;3061.2
18-01-00 03:00;2925.3;2974.6;3048.8;3053.1;3054.2
18-01-00 04:00;2910.4;2961.6;3037.9;3043.4;3046.8
18-01-00 05:00;2894.8;2948.1;3026.7;3033.4;3039.3
18-01-00 06:00;2878.6;2934;3015.1;3023;3031.4
18-01-00 07:00;2861.7;2919.4;3003.1;3012.1;3023.2
18-01-00 08:00;2844.1;2904.1;2990.5;3000.8;3014.6
18-01-00 09:00;2826.2;2888.3;2977.4;2989;3005.7
18-01-00 10:00;2808.6;2872;2963.8;2976.4;2996.5
18-01-00 11:00;2791.1;2855.6;2949.5;2963.2;2987.2
18-01-00 12:00;2773.7;2839;2934.8;2949.5;2977.7
18-01-00 13:00;2756.2;2822.4;2919.8;2935.5;2967.9
18-01-00 14:00;2738.6;2805.6;2904.6;2921.2;2957.9
18-01-00 15:00;2721;2788.8;2889.3;2906.7;2947.6
18-01-00 16:00;2697.5;2771;2873.7;2891.9;2937.1
18-01-00 17:00;2675.4;2750.9;2857.5;2876.7;2926.5
18-01-00 18:00;2655.4;2730.4;2840.3;2860.6;2915.4
18-01-00 19:00;2637.5;2710.6;2822.4;2843.7;2903.9
18-01-00 20:00;2621.2;2692.1;2804.4;2826.5;2892
18-01-00 21:00;2605.8;2674.5;2786.7;2809.4;2879.9
18-01-00 22:00;2591;2657.1;2768.8;2792.1;2867.6
18-01-00 23:00;2576.1;2640.6;2751.3;2774.8;2855.1
19-01-00 00:00;2561.2;2624.6;2734.1;2757.4;2840.9
19-01-00 01:00;2546.1;2608.6;2716.3;2739.9;2826.6
19-01-00 02:00;2530.9;2592;2692.4;2717.2;2812.2
19-01-00 03:00;2515;2574.8;2670.3;2694;2796.4
19-01-00 04:00;2499.4;2557.2;2651.7;2674.7;2779.8
19-01-00 05:00;2483.9;2540.5;2634.6;2657.6;2764
19-01-00 06:00;2468.4;2524.2;2617.5;2640.2;2748.4
19-01-00 07:00;2453.2;2508.1;2600.6;2623.2;2732.8
19-01-00 08:00;2438.2;2492.3;2584.2;2606.4;2716.5
19-01-00 09:00;2423.7;2476.8;2567.7;2589.7;2700.3
19-01-00 10:00;2409.6;2461.6;2551.6;2573.3;2684.4
19-01-00 11:00;2396.9;2448.4;2538.4;2559.9;2670.4
19-01-00 12:00;2381.6;2433.6;2523.9;2545.7;2655.5
19-01-00 13:00;2367.2;2418.7;2509.1;2530.9;2639.8
19-01-00 14:00;2353.5;2404.1;2494.2;2516.1;2623.9
19-01-00 15:00;2338.8;2390;2480.2;2502.6;2609.5
19-01-00 16:00;2324.2;2375.3;2465.8;2488.2;2594.1
19-01-00 17:00;2310.2;2361;2451.5;2473.9;2578.5
19-01-00 18:00;2295.9;2346.9;2437.4;2459.7;2562.7
19-01-00 19:00;2280.7;2332.4;2423.1;2445.5;2547
19-01-00 20:00;2264.5;2317.5;2408.7;2431.2;2531.3
19-01-00 21:00;2247.8;2301.9;2394;2416.6;2515.5
19-01-00 22:00;2230.8;2285.8;2378.8;2401.7;2499.7
19-01-00 23:00;2213.7;2269.4;2363.2;2386.4;2483.6
20-01-00 00:00;2196.4;2252.7;2347.4;2370.9;2467.5
20-01-00 01:00;2179.1;2235.8;2331.3;2355.1;2451.1
20-01-00 02:00;2161.9;2218.8;2315;2339.2;2434.5
20-01-00 03:00;2145;2201.9;2298.6;2323.1;2417.6
20-01-00 04:00;2128.3;2185;2282.2;2307;2400.6
20-01-00 05:00;2111.8;2168.3;2265.7;2290.8;2383.5
20-01-00 06:00;2095.5;2151.7;2249.4;2274.8;2366.2
20-01-00 07:00;2079.4;2135.2;2233.1;2258.8;2349
20-01-00 08:00;2063.5;2119;2217;2242.9;2331.7
20-01-00 09:00;2047.7;2102.9;2201;2227.2;2314.5
20-01-00 10:00;2032.2;2087.1;2185.2;2211.6;2297.3
20-01-00 11:00;2016.9;2071.5;2169.5;2196.3;2280.2
20-01-00 12:00;2001.8;2056;2154.1;2181.1;2263.2
20-01-00 13:00;1987;2040.8;2138.9;2166.2;2246.3
20-01-00 14:00;1972.8;2025.9;2124;2151.6;2229.6
20-01-00 15:00;1959;2011.4;2109.4;2137.5;2213.4
20-01-00 16:00;1945.2;1997.4;2095.3;2124;2197.5
20-01-00 17:00;1931.5;1983.4;2081.7;2110.7;2181.8
20-01-00 18:00;1917.7;1969.6;2068;2097.2;2166.4
20-01-00 19:00;1903.9;1955.9;2054.3;2083.8;2151
20-01-00 20:00;1890;1942.1;2040.7;2070.5;2135.8
20-01-00 21:00;1875.9;1928.3;2027.4;2057.4;2120.7
20-01-00 22:00;1861.8;1914.4;2014.3;2044.6;2105.8
20-01-00 23:00;1847.6;1900.6;2001;2031.3;2091.3
21-01-00 00:00;1833.5;1886.6;1987.5;2017.8;2077
21-01-00 01:00;1819.3;1872.7;1974;2004.3;2063
21-01-00 02:00;1805.9;1859;1960.9;1991.3;2049.3
21-01-00 03:00;1793.6;1846;1948.2;1978.6;2036
21-01-00 04:00;1780.8;1833;1935.6;1966.2;2023
21-01-00 05:00;1767.7;1820;1923.2;1953.9;2010.2
21-01-00 06:00;1754.3;1806.7;1910.8;1941.6;1997.4
21-01-00 07:00;1740.9;1793.4;1898.5;1928.9;1984.6
21-01-00 08:00;1728.3;1780.2;1886.6;1915.5;1971.4
21-01-00 09:00;1715.5;1767;1874;1902.4;1958
21-01-00 10:00;1702.5;1753.7;1861.1;1889.5;1944.7
21-01-00 11:00;1689.5;1740.5;1848.1;1876.6;1931.3
21-01-00 12:00;1676.4;1727.3;1834.8;1862.8;1916.7
21-01-00 13:00;1663.3;1714.1;1821.4;1849.3;1902.6
21-01-00 14:00;1650.1;1701;1807.9;1835.9;1888.8
21-01-00 15:00;1637;1687.8;1793.7;1821.2;1874.2
21-01-00 16:00;1623.9;1674.5;1778.2;1804.5;1858.9
21-01-00 17:00;1610.9;1661.1;1762.8;1788.6;1842.9
21-01-00 18:00;1598.1;1647.6;1748.3;1773.7;1827.5
21-01-00 19:00;1585.4;1634.4;1734.2;1759.1;1812.3
21-01-00 20:00;1572.9;1621.4;1720.8;1745.3;1797.6
21-01-00 21:00;1560.7;1608.6;1708;1732.8;1782.6
21-01-00 22:00;1548.9;1596.2;1695.5;1720;1767.4
21-01-00 23:00;1537.6;1584.1;1682.7;1706.8;1753
22-01-00 00:00;1527;1572.3;1670;1693.8;1739.3
22-01-00 01:00;1516.8;1561;1657.6;1681;1725.9
22-01-00 02:00;1506.9;1550.1;1645.6;1668.6;1712.8
22-01-00 03:00;1497.4;1539.6;1634;1656.5;1700
22-01-00 04:00;1488.2;1529.5;1622.7;1644.9;1687.6
22-01-00 05:00;1479.4;1519.6;1611.8;1633.5;1675.4
22-01-00 06:00;1470.9;1510.2;1601.2;1622.3;1663.6
22-01-00 07:00;1462.7;1501;1590.8;1611.5;1651.9
22-01-00 08:00;1454.9;1492.5;1580.8;1600.9;1640.6
22-01-00 09:00;1447.4;1484.3;1571.3;1590.8;1629.6
22-01-00 10:00;1440.3;1476.4;1562.2;1581.1;1619
22-01-00 11:00;1433.5;1468.7;1553.2;1571.6;1608.8
22-01-00 12:00;1426.9;1461.3;1544.5;1562.4;1598.8
22-01-00 13:00;1420.4;1454.1;1536.1;1553.5;1589.1
22-01-00 14:00;1414.1;1447.1;1527.9;1544.9;1579.9
22-01-00 15:00;1407.9;1440.2;1520.1;1536.7;1571
22-01-00 16:00;1401.9;1433.8;1512.4;1528.7;1562.4
22-01-00 17:00;1396;1427.7;1504.9;1520.8;1554.1
22-01-00 18:00;1390.1;1421.6;1497.7;1513.3;1546
22-01-00 19:00;1384.2;1415.4;1490.7;1505.9;1538.1
22-01-00 20:00;1378.2;1409.3;1483.8;1498.7;1530.5
22-01-00 21:00;1372.2;1403.2;1477;1491.7;1523
22-01-00 22:00;1366.2;1397.1;1470.3;1484.8;1515.8
22-01-00 23:00;1360.1;1391;1463.7;1478;1508.6
23-01-00 00:00;1353.9;1384.8;1457.1;1471.3;1501.7
23-01-00 01:00;1347.6;1378.6;1450.6;1464.7;1494.8
23-01-00 02:00;1341.3;1372.4;1444.2;1458.1;1488
23-01-00 03:00;1334.9;1366.2;1437.7;1451.6;1481.3
23-01-00 04:00;1328.4;1359.9;1431.3;1445.1;1474.7
23-01-00 05:00;1321.9;1353.5;1424.9;1438.7;1468.2
23-01-00 06:00;1315.2;1347.1;1418.7;1432.4;1461.8
23-01-00 07:00;1308.6;1340.6;1412.8;1426.3;1455.6
23-01-00 08:00;1301.8;1334.1;1406.7;1420.3;1449.4
23-01-00 09:00;1295;1327.6;1400.5;1414.1;1443.3
23-01-00 10:00;1288.2;1321.1;1394.2;1407.9;1437.1
23-01-00 11:00;1281.3;1314.5;1387.9;1401.6;1430.8
23-01-00 12:00;1274.3;1307.8;1381.5;1395.3;1424.5
23-01-00 13:00;1267.4;1301.1;1375;1388.9;1418.2
23-01-00 14:00;1260.4;1294.4;1368.5;1382.5;1411.8
23-01-00 15:00;1253.4;1287.6;1362;1376;1405.4
23-01-00 16:00;1246.3;1280.9;1355.4;1369.5;1398.9
23-01-00 17:00;1239.3;1274.1;1348.8;1362.9;1392.4
23-01-00 18:00;1232.3;1267.3;1342.2;1356.3;1385.8
23-01-00 19:00;1225.2;1260.5;1335.6;1349.8;1379.3
23-01-00 20:00;1218.2;1253.8;1329;1343.2;1372.7
23-01-00 21:00;1211.1;1247;1322.3;1336.6;1366.1
23-01-00 22:00;1204.1;1240.3;1315.7;1330;1359.5
23-01-00 23:00;1197.1;1233.6;1309.1;1323.5;1352.9
24-01-00 00:00;1190.2;1226.8;1302.4;1316.9;1346.3
24-01-00 01:00;1183.3;1220.1;1295.4;1310;1339.7
24-01-00 02:00;1176.4;1213.4;1288.5;1303.2;1332.9
24-01-00 03:00;1169.6;1206.7;1281.7;1296.4;1326.2
24-01-00 04:00;1162.8;1200;1275.1;1289.8;1319.5
24-01-00 05:00;1156.2;1193.4;1268.5;1283.2;1312.9
24-01-00 06:00;1149.6;1186.9;1261.9;1276.6;1306.2
24-01-00 07:00;1143.1;1180.4;1255.4;1270.1;1299.6
24-01-00 08:00;1136.7;1174;1248.9;1263.6;1293
24-01-00 09:00;1130.4;1167.7;1242.5;1257.1;1286.4
24-01-00 10:00;1124.3;1161.5;1236.1;1250.7;1279.9
24-01-00 11:00;1118.3;1155.4;1229.8;1244.3;1273.4
24-01-00 12:00;1112.5;1149.5;1223.6;1238.1;1267
24-01-00 13:00;1106.9;1143.7;1217.5;1231.8;1260.6
24-01-00 14:00;1101.3;1138;1211.4;1225.7;1254.3
24-01-00 15:00;1095.9;1132.4;1205.5;1219.6;1248.1
24-01-00 16:00;1090.7;1127;1199.6;1213.6;1241.9
24-01-00 17:00;1085.6;1121.7;1193.9;1207.7;1235.9
24-01-00 18:00;1080.6;1116.5;1188.2;1201.9;1229.9
24-01-00 19:00;1075.7;1111.5;1182.7;1196.2;1224
24-01-00 20:00;1071;1106.6;1177.2;1190.6;1218.2
24-01-00 21:00;1066.4;1101.8;1171.9;1185.1;1212.5
24-01-00 22:00;1062.1;1097.2;1166.6;1179.7;1206.8
24-01-00 23:00;1056.8;1092.6;1161.5;1174.4;1201.2
25-01-00 00:00;1051.6;1088;1156.5;1169.2;1195.8
25-01-00 01:00;1046.6;1083.4;1151.5;1164;1190.4
25-01-00 02:00;1041.8;1078.9;1146.6;1159;1185.1
25-01-00 03:00;1036.9;1074.4;1141.8;1154;1179.9
25-01-00 04:00;1032.1;1070;1137;1149;1174.7
25-01-00 05:00;1027.5;1065.6;1132.2;1144.2;1169.7
25-01-00 06:00;1023.1;1061.4;1127.6;1139.4;1164.6
25-01-00 07:00;1018.8;1057.3;1123;1134.6;1159.7
25-01-00 08:00;1014.6;1053.2;1118.5;1130;1154.8
25-01-00 09:00;1010.5;1049.3;1114.1;1125.4;1150
25-01-00 10:00;1006.4;1045.6;1109.7;1120.8;1145.1
25-01-00 11:00;1002.4;1041.9;1105.5;1116.3;1140.3
25-01-00 12:00;998.48;1038.4;1101.3;1112;1135.9
25-01-00 13:00;994.62;1034.9;1097.3;1107.9;1131.5
25-01-00 14:00;990.84;1031.7;1093.5;1103.9;1127.3
25-01-00 15:00;987.09;1028.5;1089.7;1100;1123.1
25-01-00 16:00;983.31;1025.4;1086.1;1096.2;1119
25-01-00 17:00;979.47;1022.3;1082.5;1092.4;1115.1
25-01-00 18:00;975.57;1019.1;1079;1088.9;1111.3
25-01-00 19:00;971.62;1015.9;1075.5;1085.3;1107.5
25-01-00 20:00;967.61;1012.6;1072.1;1081.7;1103.8
25-01-00 21:00;963.55;1009.3;1068.6;1078.2;1100.2
25-01-00 22:00;959.44;1006;1065.3;1074.8;1096.6
25-01-00 23:00;955.27;1002.6;1061.9;1071.3;1093
26-01-00 00:00;950.66;999.2;1058.5;1067.9;1089.5
26-01-00 01:00;945.84;995.47;1055.1;1064.4;1086
26-01-00 02:00;941.09;991.63;1051.7;1061;1082.4
26-01-00 03:00;936.04;987.73;1048.2;1057.5;1078.9
26-01-00 04:00;930.89;983.74;1044.6;1053.9;1075.3
26-01-00 05:00;925.86;979.7;1041;1050.3;1071.7
26-01-00 06:00;920.84;975.61;1037.3;1046.6;1068
26-01-00 07:00;915.82;971.47;1033.5;1042.9;1064.3
26-01-00 08:00;910.77;967.31;1029.7;1039.1;1060.5
26-01-00 09:00;905.67;963.11;1025.9;1035.3;1056.7
26-01-00 10:00;900.53;958.88;1022;1031.5;1052.9
26-01-00 11:00;895.35;954.63;1018.1;1027.6;1049
26-01-00 12:00;890.12;950.35;1014.1;1023.6;1045.1
26-01-00 13:00;884.84;946.04;1010.1;1019.7;1041.1
26-01-00 14:00;879.5;941.71;1006.1;1015.7;1037.1
26-01-00 15:00;874.08;937.35;1002;1011.6;1033.1
26-01-00 16:00;868.45;932.96;997.94;1007.5;1029
26-01-00 17:00;862.85;928.53;993.83;1003.4;1024.9
26-01-00 18:00;857.37;924.07;989.69;999.32;1020.8
26-01-00 19:00;853.06;919.6;985.53;995.18;1016.7
26-01-00 20:00;848.91;915.21;981.35;991.03;1012.6
26-01-00 21:00;844.75;910.91;977.19;986.88;1008.4
26-01-00 22:00;840.6;906.68;973.04;982.74;1004.3
26-01-00 23:00;836.46;902.52;968.92;978.61;1000.2
27-01-00 00:00;832.34;898.44;964.83;974.51;996.05
27-01-00 01:00;828.22;894.43;960.78;970.44;991.95
27-01-00 02:00;824.1;890.48;956.78;966.4;987.87
27-01-00 03:00;820.01;886.59;952.82;962.4;983.82
27-01-00 04:00;815.99;882.76;948.92;958.45;979.8
27-01-00 05:00;812;878.99;945.06;954.54;975.82
27-01-00 06:00;808.17;875.28;941.25;950.67;971.88
27-01-00 07:00;804.44;871.62;937.49;946.85;967.98
27-01-00 08:00;800.86;868.02;933.78;943.08;964.12
27-01-00 09:00;797.4;864.5;930.13;939.36;960.31
27-01-00 10:00;794.07;861.05;926.53;935.69;956.55
27-01-00 11:00;790.83;857.43;922.97;932.06;952.83
27-01-00 12:00;787.61;853.27;919.43;928.48;949.16
27-01-00 13:00;784.43;849.1;915.87;924.9;945.53
27-01-00 14:00;781.31;844.99;912.28;921.31;941.9
27-01-00 15:00;778.24;840.92;908.65;917.7;938.28
27-01-00 16:00;775.22;836.89;905.07;914.09;934.65
27-01-00 17:00;772.24;832.91;901.45;910.49;931.04
27-01-00 18:00;769.3;828.96;897.78;906.86;927.43
27-01-00 19:00;766.38;824.98;894.09;903.21;923.81
27-01-00 20:00;763.49;821.03;890.38;899.54;920.18
27-01-00 21:00;760.65;817.13;886.66;895.85;916.53
27-01-00 22:00;757.84;813.28;882.93;892.15;912.88
27-01-00 23:00;755.07;809.48;879.21;888.45;909.23
28-01-00 00:00;752.37;805.74;875.5;884.76;905.58
28-01-00 01:00;749.75;802.04;871.81;881.08;901.93
28-01-00 02:00;747.14;798.4;868.13;877.41;898.29
28-01-00 03:00;744.54;794.81;864.48;873.76;894.67
28-01-00 04:00;741.99;791.27;860.85;870.14;891.07
28-01-00 05:00;739.48;787.68;857.26;866.54;887.49
28-01-00 06:00;737.01;784.18;853.69;862.96;883.94
28-01-00 07:00;734.58;780.75;850.15;859.42;880.41
28-01-00 08:00;732.19;777.36;846.64;855.9;876.9
28-01-00 09:00;729.83;774.02;843.17;852.42;873.42
28-01-00 10:00;727.51;770.72;839.73;848.98;869.97
28-01-00 11:00;725.22;767.46;836.34;845.58;866.57
28-01-00 12:00;722.95;764.26;832.98;842.22;863.2
28-01-00 13:00;720.68;761.09;829.66;838.9;859.88
28-01-00 14:00;718.42;757.96;826.39;835.62;856.59
28-01-00 15:00;716.14;754.91;823.15;832.38;853.34
28-01-00 16:00;713.88;751.91;819.96;829.19;850.14
28-01-00 17:00;711.62;748.96;816.81;826.03;846.97
28-01-00 18:00;709.36;746.06;813.71;822.92;843.85
28-01-00 19:00;707.08;743.21;810.71;819.87;840.78
28-01-00 20:00;704.8;740.43;807.74;816.89;837.77
28-01-00 21:00;702.53;737.7;804.8;813.94;834.81
28-01-00 22:00;700.27;735.03;801.9;811.01;831.89
28-01-00 23:00;698.01;732.39;799.02;808.13;829
29-01-00 00:00;695.76;729.79;796.19;805.29;826.16
29-01-00 01:00;693.52;727.22;793.41;802.5;823.35
29-01-00 02:00;691.28;724.68;790.66;799.74;820.59
29-01-00 03:00;689.05;722.16;787.94;797.01;817.85
29-01-00 04:00;686.82;719.67;785.26;794.31;815.13
29-01-00 05:00;684.59;717.19;782.61;791.65;812.46
29-01-00 06:00;682.37;714.74;779.99;789.03;809.83
29-01-00 07:00;680.15;712.31;777.41;786.44;807.22
29-01-00 08:00;677.93;709.89;774.85;783.88;804.66
29-01-00 09:00;675.71;707.46;772.31;781.36;802.13
29-01-00 10:00;673.52;705.02;769.75;778.84;799.63
29-01-00 11:00;671.36;702.61;767.2;776.32;797.14
29-01-00 12:00;669.14;700.22;764.66;773.81;794.62
29-01-00 13:00;666.93;697.84;762.14;771.31;792.14
29-01-00 14:00;664.74;695.48;759.64;768.84;789.7
29-01-00 15:00;662.56;693.14;757.16;766.36;787.28
29-01-00 16:00;660.39;690.8;754.69;763.88;784.86
29-01-00 17:00;658.24;688.48;752.23;761.45;782.46
29-01-00 18:00;656.09;686.18;749.8;759.04;780.08
29-01-00 19:00;653.99;684;747.39;756.66;777.73
29-01-00 20:00;651.93;681.87;745.01;754.31;775.4
29-01-00 21:00;649.88;679.73;742.67;751.98;773.1
29-01-00 22:00;647.83;677.59;740.35;749.69;770.83
29-01-00 23:00;645.8;675.45;738.07;747.43;768.59
30-01-00 00:00;643.71;673.36;735.81;745.2;766.39
30-01-00 01:00;641.66;671.24;733.58;742.99;764.22
30-01-00 02:00;639.65;669.12;731.37;740.82;762.08
30-01-00 03:00;637.7;667;729.19;738.67;759.96
30-01-00 04:00;635.84;664.9;727.02;736.54;757.88
30-01-00 05:00;634.07;662.83;724.87;734.44;755.8
30-01-00 06:00;632.38;660.79;722.74;732.35;753.75
30-01-00 07:00;630.78;658.79;720.63;730.27;751.67
30-01-00 08:00;629.26;656.83;718.53;728.18;749.58
30-01-00 09:00;627.8;654.94;716.46;726.12;747.55
30-01-00 10:00;626.42;653.16;714.44;724.11;745.57
30-01-00 11:00;625.1;651.42;712.49;722.15;743.63
30-01-00 12:00;623.83;649.72;710.57;720.24;741.74
30-01-00 13:00;622.62;648.06;708.69;718.38;739.89
30-01-00 14:00;621.45;646.43;706.84;716.55;738.09
30-01-00 15:00;620.32;644.85;705.03;714.76;736.33
30-01-00 16:00;619.23;643.31;703.26;713.01;734.61
30-01-00 17:00;618.19;641.83;701.53;711.3;732.93
30-01-00 18:00;617.18;640.38;699.83;709.63;731.28
30-01-00 19:00;616.2;638.98;698.18;707.99;729.68
30-01-00 20:00;615.26;637.63;696.56;706.4;728.12
30-01-00 21:00;614.34;636.31;694.99;704.85;726.6
30-01-00 22:00;613.46;635.04;693.47;703.35;725.12
30-01-00 23:00;612.6;633.8;691.98;701.88;723.68
31-01-00 00:00;611.76;632.6;690.54;700.46;722.29
;3189.1;3175.9;3189.9;3171.6;3125.2
